instance_id	verdict	patch_bytes	source_tree	has_log	has_tool_calls	has_llm_parquet	note
instance_navidrome__navidrome-9c3b4561652a15846993d477003e111f0df0c585	1	6563	results_nonet	1	1	1	
instance_navidrome__navidrome-bf2bcb12799b21069f137749e0c331f761d1f693	1	4114	results_nonet	1	1	1	
instance_navidrome__navidrome-d613b1930688422122796b43acb3caf2538c8fd1	1	4579	results_nonet	1	1	1	
instance_navidrome__navidrome-d8e794317f788198227e10fb667e10496b3eb99a	1	21013	results_nonet	1	1	1	
instance_navidrome__navidrome-de90152a7173039677ac808f5bfb1e644d761336	1	2776	results_nonet	1	1	1	
instance_navidrome__navidrome-f78257235ec3429ef42af6687738cd327ec77ce8	0	10928	results_nonet	1	1	1	
instance_protonmail__webclients-08bb09914d0d37b0cd6376d4cab5b77728a43e7b	0	17539	results_nonet	1	1	1	
instance_protonmail__webclients-0d0267c4438cf378bda90bc85eed3a3615871ac4	1	41774	results_nonet	1	1	1	
instance_protonmail__webclients-0ec14e36ceb01ba45602a563e12352af8171ed39	1	3141	results_nonet	1	1	1	
instance_protonmail__webclients-1501eb765873b2884b6f1944fd242ecfc9d6b103	1	7663	results_nonet	1	1	1	
instance_protonmail__webclients-1917e37f5d9941a3459ce4b0177e201e2d94a622	0	13160	results_nonet	1	1	1	
instance_protonmail__webclients-2dce79ea4451ad88d6bfe94da22e7f2f988efa60	0	31542	results_nonet	1	1	1	
instance_protonmail__webclients-2f66db85455f4b22a47ffd853738f679b439593c	1	4050	results_nonet	1	1	1	
instance_protonmail__webclients-428cd033fede5fd6ae9dbc7ab634e010b10e4209	0	29291	results_nonet	1	1	1	
instance_protonmail__webclients-4817fe14e1356789c90165c2a53f6a043c2c5f83	0	35155	results_nonet	1	1	1	
instance_protonmail__webclients-4feccbc9990980aee26ea29035f8f931d6089895	1	8302	results_nonet	1	1	1	
instance_protonmail__webclients-5d2576632037d655c3b6a28e98cd157f7e9a5ce1	1	11603	results_nonet	1	1	1	
instance_protonmail__webclients-5f0745dd6993bb1430a951c62a49807c6635cd77	0	16853	results_nonet	1	1	1	
instance_protonmail__webclients-6f8916fbadf1d1f4a26640f53b5cf7f55e8bedb7	1	3005	results_nonet	1	1	1	
instance_protonmail__webclients-815695401137dac2975400fc610149a16db8214b	1	8383	results_nonet	1	1	1	
instance_protonmail__webclients-863d524b5717b9d33ce08a0f0535e3fd8e8d1ed8	0	20347	results_nonet	1	1	1	
instance_protonmail__webclients-8be4f6cb9380fcd2e67bcb18cef931ae0d4b869c	1	7592	results_nonet	1	1	1	
instance_protonmail__webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd	1	18932	results_nonet	1	1	1	
instance_protonmail__webclients-cb8cc309c6968b0a2a5fe4288d0ae0a969ff31e1	0	2593	results_nonet	1	1	1	
instance_protonmail__webclients-cfd7571485186049c10c822f214d474f1edde8d1	0	14878	results_nonet	1	1	1	
instance_protonmail__webclients-dfe5604193d63bfcb91ce60d62db2f805c43bf11	1	21595	results_nonet	1	1	1	
instance_protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4	0	12179	results_nonet	1	1	1	
instance_protonmail__webclients-fc9d535e9beb3ae30a52a7146398cadfd6e30606	1	10794	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-01d1d1494411380d97cac14614a829d3a69cecaf-v2ef375ac784985212b1805e1d0431dc8f1b3c171	1	1786	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171	0	1974	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	0	18143	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	1	6343	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171	1	777	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	1	5332	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc-v2ef375ac784985212b1805e1d0431dc8f1b3c171	0	3719	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	0	22407	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402-v5fc38aaf22415ab0b70567368332beee7955b367	0	9907	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	0	8149	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12	1	2475	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566	1	2174	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a	0	2949	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	0	9915	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	1	2800	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	0	5822	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566	1	3458	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	1	9617	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171	1	4875	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171	1	4156	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	1	4762	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171	1	10172	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	0	590	results_nonet	1	1	1	
instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	0	12047	results_nonet	1	1	1	
instance_tutao__tutanota-4b4e45949096bb288f2b522f657610e480efa3e8-vee878bb72091875e912c52fc32bc60ec3760227b	1	13152	results_nonet	1	1	1	
instance_tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	1	3140	results_nonet	1	1	1	
instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b	1	29408	results_nonet	1	1	1	
instance_tutao__tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc-vc4e41fd0029957297843cb9dec4a25c7c756f029	1	10573	results_nonet	1	1	1	
