dataset	cell	archived_name	source_tree
swebench_lite_100	instruct_hermes	django__django-13230__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	django__django-16910__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	matplotlib__matplotlib-22711__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	matplotlib__matplotlib-24265__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	matplotlib__matplotlib-24334__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	psf__requests-2317__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	sympy__sympy-12171__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	sympy__sympy-15308__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	sympy__sympy-16281__vllm_hang	results_swel
swebench_lite_100	instruct_hermes	sympy__sympy-21171__roottmpfs	results_swel
swebench_lite_100	instruct_hermes	sympy__sympy-24909__roottmpfs	results_swel
swebench_lite_100	instruct_langgraph	astropy__astropy-14365__filetool_app	results_swel
swebench_lite_100	instruct_langgraph	astropy__astropy-6938__noenv	results_swel
swebench_lite_100	instruct_langgraph	django__django-11001__noenv	results_swel
swebench_lite_100	instruct_langgraph	django__django-12470__infra_cut	results_swel
swebench_lite_100	coder_hermes	astropy__astropy-14365__roottmpfs	results_swel
swebench_lite_100	coder_hermes	astropy__astropy-6938__roottmpfs	results_swel
swebench_lite_100	coder_hermes	django__django-11001__roottmpfs	results_swel
swebench_lite_100	coder_hermes	django__django-12470__infra_cut	results_swel
swebench_lite_100	coder_hermes	django__django-16910__roottmpfs	results_swel
swebench_lite_100	coder_hermes	matplotlib__matplotlib-23563__roottmpfs	results_swel
swebench_lite_100	coder_hermes	matplotlib__matplotlib-24265__roottmpfs	results_swel
swebench_lite_100	coder_hermes	psf__requests-2317__roottmpfs	results_swel
swebench_lite_100	coder_hermes	scikit-learn__scikit-learn-13241__roottmpfs	results_swel
swebench_lite_100	coder_hermes	sphinx-doc__sphinx-8282__capture_cwd	results_swel
swebench_lite_100	coder_hermes	sympy__sympy-14396__roottmpfs	results_swel
swebench_lite_100	coder_hermes	sympy__sympy-21171__roottmpfs	results_swel
swebench_lite_100	coder_langgraph	astropy__astropy-6938__abspath	results_swel
swebench_lite_100	coder_langgraph	django__django-16255__infra_cut	results_swel
swebench_lite_100	coder_langgraph	matplotlib__matplotlib-24265__abspath	results_swel
swebench_lite_100	coder_langgraph	psf__requests-2317__abspath	results_swel
swebench_lite_100	coder_langgraph	scikit-learn__scikit-learn-13241__abspath	results_swel
