dataset	mode	framework	instance_id	source_tree	verdict	patch_bytes	has_log	has_tool_calls	has_llm_parquet	note
pro_250	thinking	langgraph	instance_protonmail__webclients-ac23d1efa1a6ab7e62724779317ba44c28d78cfd	results_nonet	1	6658	1	1	1	
pro_250	thinking	langgraph	instance_protonmail__webclients-cb8cc309c6968b0a2a5fe4288d0ae0a969ff31e1	results_nonet	0	3493	1	1	1	
pro_250	thinking	langgraph	instance_protonmail__webclients-cfd7571485186049c10c822f214d474f1edde8d1	results_nonet	0	1127	1	1	1	
pro_250	thinking	langgraph	instance_protonmail__webclients-dfe5604193d63bfcb91ce60d62db2f805c43bf11	results_nonet	1	20317	1	1	1	
pro_250	thinking	langgraph	instance_protonmail__webclients-e65cc5f33719e02e1c378146fb981d27bc24bdf4	results_nonet	0	11842	1	1	1	
pro_250	thinking	langgraph	instance_protonmail__webclients-fc9d535e9beb3ae30a52a7146398cadfd6e30606	results_nonet	1	2100	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-01d1d1494411380d97cac14614a829d3a69cecaf-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	0	2085	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-0b621cb0ce2b54d3f93d8d41d8ff4257888a87e5-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	0	1767	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-16de05407111ddd82fa12e54389d532362489da9-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	0	7297	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	results_nonet	1	6871	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-1af602b258b97aaba69d2585ed499d95e2303ac2-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	1	734	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	1	3202	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-36ade4bba504eb96f05d32ceab9972df7eb17bcc-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	0	2684	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-394bfaed6544c952c6b3463751abab3176ad4997-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24	results_nonet	0	22770	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402-v5fc38aaf22415ab0b70567368332beee7955b367	results_nonet	0	4117	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-473a15f7908f2bb6d670b0e908ab34a28d8cf7e2-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	0	5103	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-479aa075ac79dc975e2e949e188a328e95bf78ff-vc2f56a753b62a190ddb23cd330c257b9cf560d12	results_nonet	1	1940	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566	results_nonet	1	2559	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a	results_nonet	0	3436	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-5e0d6dc1483cb3336ea0e3dcbd4fe4aa00fc1742-v5149fcda2a9a6fe1d35dfed1bade1444a11ef271	results_nonet	1	1550	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-6b320dc18662580e1313d2548fdd6231d2a97e6d-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	1	2302	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-77c3557995704a683cdb67e2a3055f7547fa22c3-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	0	4479	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-7b603dd6bf195e3e723ce08ff64a82b406e3f6b6-v9f8e9d96c85c85a605e382f1510bd08563afc566	results_nonet	1	5390	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-bf045f7ec7c27709ea3ef61cf41a24e8fdd2e7da-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	results_nonet	1	4651	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	1	4075	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-cf06f4e3708f886032d4d2a30108c2fddb042d81-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	1	1884	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-f91ace96223cac8161c16dd061907e138fe85111-v059c6fdc75567943479b23ebca7c07b5e9a7f34c	results_nonet	1	4717	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-fd6790fe8c02b144ab2464f1fc8ab3d02ce3c476-v2ef375ac784985212b1805e1d0431dc8f1b3c171	results_nonet	1	9587	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-fec187c2cb53d769c2682b35ca77858a811414a8-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	0	0	1	1	1	
pro_250	thinking	langgraph	instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d	results_nonet	0	7336	1	1	1	
pro_250	thinking	langgraph	instance_tutao__tutanota-4b4e45949096bb288f2b522f657610e480efa3e8-vee878bb72091875e912c52fc32bc60ec3760227b	results_nonet	1	4725	1	1	1	
pro_250	thinking	langgraph	instance_tutao__tutanota-b4934a0f3c34d9d7649e944b183137e8fad3e859-vbc0d9ba8f0071fbe982809910959a6ff8884dbbf	results_nonet	1	1781	1	1	1	
pro_250	thinking	langgraph	instance_tutao__tutanota-f373ac3808deefce8183dad8d16729839cc330c1-v2939aa9f4356f0dc9f523ee5ce19d09e08ab979b	results_nonet	0	18739	1	1	1	
pro_250	thinking	langgraph	instance_tutao__tutanota-fb32e5f9d9fc152a00144d56dd0af01760a2d4dc-vc4e41fd0029957297843cb9dec4a25c7c756f029	results_nonet	1	6505	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-1ea9481af6125ffd6da0592ed439aa62af0bca11-vd59a5728dfc977f44533186ace531248c2917516	results_nonet	1	8130	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-3c85b944e30a0ba8b3ec9e1f441c74f383625a15-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed	results_nonet	1	20802	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9-vnan	results_nonet	1	5005	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	results_nonet	0	4636	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8	results_nonet	1	8972	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-6ea3b51f128dd270281db576a1b59270d5e45db0-vnan	results_nonet	1	3977	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-9c576a0758690f45a6ca03b5884c601e473bf2c1-vd59a5728dfc977f44533186ace531248c2917516	results_nonet	0	3788	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-b398321a5eb913666f903a794219833926881a8f-vd59a5728dfc977f44533186ace531248c2917516	results_nonet	0	12000	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-eb49a64974ca844bca061744fb3383f5d13b02ad-vnan	results_nonet	1	18393	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-f083cd559d69c16481376868c8da65172729c0ca-vnan	results_nonet	1	3913	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a-vd59a5728dfc977f44533186ace531248c2917516	results_nonet	0	9296	1	1	1	
pro_250	instruct	hermes	instance_NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e	results_nonet	1	893	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	4467	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a	results_nonet	1	4673	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	9134	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-1bd7dcf339dd8b6c50bc16670be2448a206f4fdb-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	14743	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-1ee70fc272aff6bf3415357c6e13c5de5b928d9b-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	3478	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	4990	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-3889ddeb4b780ab4bac9ca2e75f8c1991bcabe83-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	5452	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf	results_nonet	0	20952	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e-v7eee2454f617569fd6889f2211f75bc02a35f9f8	results_nonet	1	4433	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	0	23687	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-5d253a13807e884b7ce0b6b57a963a45e2f0322c-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	7958	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	6553	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-5e88cd9972f10b66dd97e1ee684c910c6a2dd25e-v906c969b551b346ef54a2c0b41e04f632b7b73c2	results_nonet	0	5521	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	4135	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a	results_nonet	0	23717	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-8127abbc298cabf04aaa89a478fc5e5e3432a6fc-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	0	15824	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-83fb24b923064d3576d473747ebbe62e4535c9e3-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	8774	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-942424e10b2095a173dbd78e7128f52f7995849b-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	1	14127	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	4278	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-bf98f031f3f5af31a2d78dc2f0a58fe92ebae0bb-v1055803c3a812189a1133297f7f5468579283f86	results_nonet	1	9840	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-c1f2df47538b884a43320f53e787197793b105e8-v906c969b551b346ef54a2c0b41e04f632b7b73c2	results_nonet	0	17299	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	18251	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-d58e69c82d7edd0583dd8e78d76b075c33c3151e-v173091e2e36d38c978002990795f66cfc0af30ad	results_nonet	0	21457	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-d62496fe416623e88b90139dc7917080cb04ce70-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	1	7466	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-d6d2251929c84c3aa883bad7db0f19cc9ff0339e-v30a923fb5c164d6cd18280c02422f75e611e8fb2	results_nonet	0	7831	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-de01db08d00c8d2438e1ba5989c313ba16a145b0-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	4691	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-deb54e4c5b32a346f1f0b0a14f1c713d2cc2e961-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	4024	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-e64c6c1ca50d7d26a8e7747d8eb87642e767cd74-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	3266	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-f86c58e2d235d8b96029d102c71ee2dfafd57997-v0f01c69f1e2528b935359cfe578530722bca2c59	results_nonet	0	7671	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-f8ef34672b961a95ec7282643679492862c688ec-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	0	9395	1	1	1	
pro_250	instruct	hermes	instance_ansible__ansible-fb144c44144f8bd3542e71f5db62b6d322c7bd85-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5	results_nonet	1	1519	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-1077729a19c0ce902e713cf6fab42c91fb7907f1-vnan	results_nonet	0	8497	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan	results_nonet	1	2086	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-33299af5c9b7a7ec5a9c31d578d4ec5b18088fb7-vnan	results_nonet	0	5006	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7	results_nonet	1	4574	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-459df4583e01e4744a52d45446e34183385442d6-vnan	results_nonet	0	6405	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-494d9de6f0a94ffb491e74744d2735bce02dc0ab-vnan	results_nonet	1	4991	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-4c6b0d35add7ae8d58f71ea1711587e31081444b-vnan	results_nonet	1	6111	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-4fec436883b601a3cac2d4a58067e597f737b817-vnan	results_nonet	0	19962	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-53b42e321777a598aaf2bb3eab22d710569f83a8-vnan	results_nonet	1	5663	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-6961c256035bed0b7640a6e5907652c806968478-vnan	results_nonet	1	15958	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-72a8f8f03b1a01bb70ef8a5bb61759416991b32c-vnan	results_nonet	1	1415	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-9bf77963ee5e036d54b2a3ca202fbf6378464a5e-vnan	results_nonet	0	5150	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-aeabf3b18896ac1eb7ae9757e66ce886120f8309-vnan	results_nonet	0	21584	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-b7fea97bb68c6628a644580076f840109132f074-vnan	results_nonet	1	9118	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-ca58617cee8aa91c93553449bfdf9b3465a5119b-vnan	results_nonet	1	8548	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-ca8b1b04effb4fec0e1dd3de8e3198eeb364d50e-vnan	results_nonet	1	5130	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan	results_nonet	0	19397	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-f63160f38459fb552d00fcc60d4064977a9095a6-vnan	results_nonet	0	8963	1	1	1	
pro_250	instruct	hermes	instance_element-hq__element-web-fe14847bb9bb07cab1b9c6c54335ff22ca5e516a-vnan	results_nonet	0	21961	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-0fd09def402258834b9d6c0eaa6d3b4ab93b4446	results_nonet	0	21973	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-2eac0df47b5ecc8bb05002d80383ceb08ab3620a	results_nonet	1	16209	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-381b90f718435c4694380b5fcd0d5cf8e3b5a25a	results_nonet	0	4314	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-3d5a345f94c2adc8a0eaa102c189c08ad4c0f8e8	results_nonet	0	12450	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-3ef34d1fff012140ba86ab3cafec8f9934b492be	results_nonet	1	60418	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-492cc0b158200089dceede3b1aba0ed28df3fb1d	results_nonet	0	23175	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-6fd0f9e2587f14ac1fdd1c229f0bcae0468c8daa	results_nonet	0	41125	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-7161f7b876773a911afdd804b281e52681cb7321	results_nonet	0	10529	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-967855b429f749c28c112b8cb1b15bc79157f973	results_nonet	1	137898	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-a0cbc0cb65ae601270bdbe3f5313e2dfd49c80e4	results_nonet	0	87214	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-abaa5953795afb9c621605bb18cb32ac48b4508c	results_nonet	1	9419	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b2170346dc37cf42fda1386cd630f24821ad2ac5	results_nonet	1	6476	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b22f5f02e40b225b6b93fff472914973422e97c6	results_nonet	1	5413	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b3cd920bbb25e01fdb2dab66a5a913363bc62f6c	results_nonet	0	4609	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b433bd05ce405837804693bebd5f4b88d87133c8	results_nonet	1	14163	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b68b8960b8a08540d5198d78c665a7eb0bea4008	results_nonet	0	19271	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-b6cef5cdc0daff3ee99e5974ed60a1dc6b4b0d67	results_nonet	0	9614	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-c12967bc73fdf02054cf3ef8498c05e25f0a18c0	results_nonet	1	5352	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-c1fd7a81ef9f23e742501bfb26d914eb683262aa	results_nonet	0	9916	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-e2bd19dafa7166c96b082fb2a59eb54b4be0d778	results_nonet	0	44570	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874	results_nonet	1	112699	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-e91615cf07966da41756017a7d571f9fc0fdbe80	results_nonet	0	39113	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-ea9a2663b176da329b3f574da2ce2a664fc5b4a1	results_nonet	0	31224	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-f36bd61fb1cee4669de1f00e59da462bfeae8765	results_nonet	0	15720	1	1	1	
pro_250	instruct	hermes	instance_flipt-io__flipt-f808b4dd6e36b9dc8b011eb26b196f4e2cc64c41	results_nonet	0	23873	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-2923cbc645fbc7a37d50398eb2ab8febda8c3264	results_nonet	1	18548	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-3c1489e588dacea455ccf4c352a3b1006902e2d4	results_nonet	0	10233	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-436341a4a522dc83eb8bddd1164b764c8dd6bc45	results_nonet	1	12345	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-4a72295de7b91faa59d90a5bee91535bbe76755d	results_nonet	0	19405	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-5af1a227339e46c7abf3f2815e4c636a0c01098e	results_nonet	0	14933	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-61c39637f2f3809e1b5dad05f0c57c799dce1587	results_nonet	0	17071	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-6682232b5c8a9d08c0e9f15bd90d41bff3875adc	results_nonet	1	7203	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-73f0adad95c4d227e2ccfa876c85cc95dd065e13	results_nonet	0	9414	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-7e91f5ef7e5712b1a3d7d5066ad6607e9debc21c	results_nonet	1	8264	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-83bcca6e669ba2e4102f26c4a2b52f78c7861f1a	results_nonet	0	30336	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-9a32a94806b54141b7ff12503c48da680ebcf199	results_nonet	1	6223	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-a76302c11174ca081f656c63a000ffa746e350af	results_nonet	0	0	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-aaea15e516ece43978cf98e09e52080478b1d39f	results_nonet	1	5123	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-b8db2e0b74f60cb7d45f710f255e061f054b6afc	results_nonet	1	6211	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-be7b9114cc9545e68fb0ee7bc63d7ec53d1a00ad	results_nonet	1	4838	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-bff6b7552370b55ff76d474860eead4ab5de785a-v1151a6325649aaf997cd541ebe533b53fddf1b07	results_nonet	0	7322	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0	results_nonet	1	3136	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-e1df74cbc1a1d1889428b3333a3b2405c4651993	results_nonet	1	1379	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-e1fab805afcfc92a2a615371d0ec1e667503c254-v264a82e2f4818e30f5a25e4da53b27ba119f62b5	results_nonet	0	31625	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-e52fa8d6ed1d23e36f2a86e5d3efe9aa057a1b0d	results_nonet	1	2182	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-f6509a537660ea2bce0e57958db762edd3a36702	results_nonet	0	1763	1	1	1	
pro_250	instruct	hermes	instance_future-architect__vuls-f6cc8c263dc00329786fa516049c60d4779c4a07	results_nonet	0	4567	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-0415e422f12454db0c22316cf3eaa5088d6b6322	results_nonet	1	20559	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-0ecf31de0e98b272a6a2610abe1bbedd379a38a3-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	1	4909	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-1a77b7945a022ab86858029d30ac7ad0d5239d00-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	3467	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-288c5519ce0dec9622361a5e5d6cd36aa2d9e348	results_nonet	1	18745	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-2b15263e49da5625922581569834eec4838a9257-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	21713	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-2bb3bbbd8aff1164a2353381cb79e1dc93b90d28-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	8051	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-2be514d3c33b0ae9188e11ac9975485c853d98bb-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	1	14363	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-326fd1d7be87b03998dbc53bc706fdef90f5065c-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	11472	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-32bcd71591c234f0d8b091ec01f1f5cbfdc0f13c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	1	12876	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-3587cca7840f636489449113969a5066025dd5bf	results_nonet	0	45732	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-46aa81b1ce96ebb4ebed2ae53fd78cd44a05da6c-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	14673	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-47530e1fd8bfb84ec096ebcbbc29990f30829655-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	12591	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-4d0117b50dc8cdb91c94b537a4844776b224cd3d	results_nonet	0	34919	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-4f771403dc4177dc26ee0370f7332f3fe54bee0f-vee9b09fb20c43af7e520f57e9239bbcf46b7113d	results_nonet	0	21234	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-5dca072bb4301f4579a15364fcf37cc0c39f7f6c	results_nonet	0	22100	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-6eaaf3a27e64f4ef4ef855bd35d7ec338cf17460-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	7107	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-7744f72c6eb631791434b648ba41083b5f6d2278-vce94f93ad1030e3136852817f2423c1b3ac37bc4	results_nonet	0	28018	1	1	1	
pro_250	instruct	hermes	instance_gravitational__teleport-82185f232ae8974258397e121b3bc2ed0c3729ed-v626ec2a48416b10a88641359a169d99e935ff037	results_nonet	0	16859	1	1	1	
